"A00","Colera"
"X247","Azienda agricola"
"X248","Altri luoghi specificati"
"X249","Luogo non specificato"
"X250","Abitazione"
"X251","Istituzione collettiva"
"X252","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X253","Luogo dedicato alle attivita' sportive e all'atletica"
"X254","Strade e vie"
"X255","Luogo di commercio e servizio"
"X256","Area industriale e di costruzione"
"X257","Azienda agricola"
"X258","Altri luoghi specificati"
"X259","Luogo non specificato"
"X260","Abitazione"
"X261","Istituzione collettiva"
"X262","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X263","Luogo dedicato alle attivita' sportive e all'atletica"
"X264","Strade e vie"
"X265","Luogo di commercio e servizio"
"X266","Area industriale e di costruzione"
"X267","Azienda agricola"
"X268","Altri luoghi specificati"
"X269","Luogo non specificato"
"X270","Abitazione"
"X271","Istituzione collettiva"
"X272","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X273","Luogo dedicato alle attivita' sportive e all'atletica"
"X274","Strade e vie"
"X275","Luogo di commercio e servizio"
"X276","Area industriale e di costruzione"
"X277","Azienda agricola"
"X278","Altri luoghi specificati"
"X279","Luogo non specificato"
"X280","Abitazione"
"X281","Istituzione collettiva"
"X282","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X283","Luogo dedicato alle attivita' sportive e all'atletica"
"X284","Strade e vie"
"X285","Luogo di commercio e servizio"
"X286","Area industriale e di costruzione"
"X287","Azienda agricola"
"X288","Altri luoghi specificati"
"X289","Luogo non specificato"
"X290","Abitazione"
"X291","Istituzione collettiva"
"X292","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X293","Luogo dedicato alle attivita' sportive e all'atletica"
"X294","Strade e vie"
"X295","Luogo di commercio e servizio"
"X296","Area industriale e di costruzione"
"X297","Azienda agricola"
"X298","Altri luoghi specificati"
"X299","Luogo non specificato"
"X300","Abitazione"
"X301","Istituzione collettiva"
"X302","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X303","Luogo dedicato alle attivita' sportive e all'atletica"
"X304","Strade e vie"
"X305","Luogo di commercio e servizio"
"X306","Area industriale e di costruzione"
"X307","Azienda agricola"
"X308","Altri luoghi specificati"
"X309","Luogo non specificato"
"X310","Abitazione"
"X311","Istituzione collettiva"
"X312","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X313","Luogo dedicato alle attivita' sportive e all'atletica"
"X314","Strade e vie"
"X315","Luogo di commercio e servizio"
"X316","Area industriale e di costruzione"
"X317","Azienda agricola"
"X318","Altri luoghi specificati"
"X319","Luogo non specificato"
"X320","Abitazione"
"X321","Istituzione collettiva"
"X322","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X323","Luogo dedicato alle attivita' sportive e all'atletica"
"X324","Strade e vie"
"X325","Luogo di commercio e servizio"
"X326","Area industriale e di costruzione"
"X327","Azienda agricola"
"X328","Altri luoghi specificati"
"X329","Luogo non specificato"
"X330","Abitazione"
"X331","Istituzione collettiva"
"X332","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X333","Luogo dedicato alle attivita' sportive e all'atletica"
"X334","Strade e vie"
"X335","Luogo di commercio e servizio"
"X336","Area industriale e di costruzione"
"X337","Azienda agricola"
"X338","Altri luoghi specificati"
"X339","Luogo non specificato"
"X340","Abitazione"
"X341","Istituzione collettiva"
"X342","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X343","Luogo dedicato alle attivita' sportive e all'atletica"
"X344","Strade e vie"
"X345","Luogo di commercio e servizio"
"X346","Area industriale e di costruzione"
"X347","Azienda agricola"
"X348","Altri luoghi specificati"
"X349","Luogo non specificato"
"X350","Abitazione"
"X351","Istituzione collettiva"
"X352","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X353","Luogo dedicato alle attivita' sportive e all'atletica"
"X354","Strade e vie"
"X355","Luogo di commercio e servizio"
"X356","Area industriale e di costruzione"
"X357","Azienda agricola"
"X358","Altri luoghi specificati"
"X359","Luogo non specificato"
"X360","Abitazione"
"X361","Istituzione collettiva"
"X362","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X363","Luogo dedicato alle attivita' sportive e all'atletica"
"X364","Strade e vie"
"X365","Luogo di commercio e servizio"
"X366","Area industriale e di costruzione"
"X367","Azienda agricola"
"X368","Altri luoghi specificati"
"X369","Luogo non specificato"
"X370","Abitazione"
"X371","Istituzione collettiva"
"X372","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X373","Luogo dedicato alle attivita' sportive e all'atletica"
"X374","Strade e vie"
"X375","Luogo di commercio e servizio"
"X376","Area industriale e di costruzione"
"X377","Azienda agricola"
"X378","Altri luoghi specificati"
"X379","Luogo non specificato"
"X380","Abitazione"
"X381","Istituzione collettiva"
"X382","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X383","Luogo dedicato alle attivita' sportive e all'atletica"
"X384","Strade e vie"
"X385","Luogo di commercio e servizio"
"X386","Area industriale e di costruzione"
"X387","Azienda agricola"
"X388","Altri luoghi specificati"
"X389","Luogo non specificato"
"X390","Abitazione"
"X391","Istituzione collettiva"
"X392","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X393","Luogo dedicato alle attivita' sportive e all'atletica"
"X394","Strade e vie"
"X395","Luogo di commercio e servizio"
"X396","Area industriale e di costruzione"
"X397","Azienda agricola"
"X398","Altri luoghi specificati"
"X399","Luogo non specificato"
"X400","Abitazione"
"X401","Istituzione collettiva"
"X402","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X403","Luogo dedicato alle attivita' sportive e all'atletica"
"X404","Strade e vie"
"X405","Luogo di commercio e servizio"
"X406","Area industriale e di costruzione"
"X407","Azienda agricola"
"X408","Altri luoghi specificati"
"X409","Luogo non specificato"
"X410","Abitazione"
"X411","Istituzione collettiva"
"X412","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X413","Luogo dedicato alle attivita' sportive e all'atletica"
"X414","Strade e vie"
"X415","Luogo di commercio e servizio"
"X416","Area industriale e di costruzione"
"X417","Azienda agricola"
"X418","Altri luoghi specificati"
"X419","Luogo non specificato"
"X420","Abitazione"
"X421","Istituzione collettiva"
"X422","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X423","Luogo dedicato alle attivita' sportive e all'atletica"
"X424","Strade e vie"
"X425","Luogo di commercio e servizio"
"X426","Area industriale e di costruzione"
"X427","Azienda agricola"
"X428","Altri luoghi specificati"
"X429","Luogo non specificato"
"X430","Abitazione"
"X431","Istituzione collettiva"
"X432","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X433","Luogo dedicato alle attivita' sportive e all'atletica"
"X434","Strade e vie"
"X435","Luogo di commercio e servizio"
"X436","Area industriale e di costruzione"
"X437","Azienda agricola"
"X438","Altri luoghi specificati"
"X439","Luogo non specificato"
"X440","Abitazione"
"X441","Istituzione collettiva"
"X442","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X443","Luogo dedicato alle attivita' sportive e all'atletica"
"X444","Strade e vie"
"X445","Luogo di commercio e servizio"
"X446","Area industriale e di costruzione"
"X447","Azienda agricola"
"X448","Altri luoghi specificati"
"X449","Luogo non specificato"
"X450","Abitazione"
"X451","Istituzione collettiva"
"X452","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X453","Luogo dedicato alle attivita' sportive e all'atletica"
"X454","Strade e vie"
"X455","Luogo di commercio e servizio"
"X456","Area industriale e di costruzione"
"X457","Azienda agricola"
"X458","Altri luoghi specificati"
"X459","Luogo non specificato"
"X460","Abitazione"
"X461","Istituzione collettiva"
"X462","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X463","Luogo dedicato alle attivita' sportive e all'atletica"
"X464","Strade e vie"
"X465","Luogo di commercio e servizio"
"X466","Area industriale e di costruzione"
"X467","Azienda agricola"
"X468","Altri luoghi specificati"
"X469","Luogo non specificato"
"X470","Abitazione"
"X471","Istituzione collettiva"
"X472","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X473","Luogo dedicato alle attivita' sportive e all'atletica"
"X474","Strade e vie"
"X475","Luogo di commercio e servizio"
"X476","Area industriale e di costruzione"
"X477","Azienda agricola"
"X478","Altri luoghi specificati"
"X479","Luogo non specificato"
"X480","Abitazione"
"X481","Istituzione collettiva"
"X482","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X483","Luogo dedicato alle attivita' sportive e all'atletica"
"X484","Strade e vie"
"X485","Luogo di commercio e servizio"
"X486","Area industriale e di costruzione"
"X487","Azienda agricola"
"X488","Altri luoghi specificati"
"X489","Luogo non specificato"
"X490","Abitazione"
"X491","Istituzione collettiva"
"X492","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X493","Luogo dedicato alle attivita' sportive e all'atletica"
"X494","Strade e vie"
"X495","Luogo di commercio e servizio"
"X496","Area industriale e di costruzione"
"X497","Azienda agricola"
"X498","Altri luoghi specificati"
"X499","Luogo non specificato"
"X500","Abitazione"
"X501","Istituzione collettiva"
"X502","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X503","Luogo dedicato alle attivita' sportive e all'atletica"
"X504","Strade e vie"
"X505","Luogo di commercio e servizio"
"X506","Area industriale e di costruzione"
"X507","Azienda agricola"
"X508","Altri luoghi specificati"
"X509","Luogo non specificato"
"X510","Abitazione"
"X511","Istituzione collettiva"
"X512","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X513","Luogo dedicato alle attivita' sportive e all'atletica"
"X514","Strade e vie"
"X515","Luogo di commercio e servizio"
"X516","Area industriale e di costruzione"
"X517","Azienda agricola"
"X518","Altri luoghi specificati"
"X519","Luogo non specificato"
"X520","Abitazione"
"X521","Istituzione collettiva"
"X522","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X523","Luogo dedicato alle attivita' sportive e all'atletica"
"X524","Strade e vie"
"X525","Luogo di commercio e servizio"
"X526","Area industriale e di costruzione"
"X527","Azienda agricola"
"X528","Altri luoghi specificati"
"X529","Luogo non specificato"
"X530","Abitazione"
"X531","Istituzione collettiva"
"X532","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X533","Luogo dedicato alle attivita' sportive e all'atletica"
"X534","Strade e vie"
"X535","Luogo di commercio e servizio"
"X536","Area industriale e di costruzione"
"X537","Azienda agricola"
"X538","Altri luoghi specificati"
"X539","Luogo non specificato"
"X540","Abitazione"
"X541","Istituzione collettiva"
"X542","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X543","Luogo dedicato alle attivita' sportive e all'atletica"
"X544","Strade e vie"
"X545","Luogo di commercio e servizio"
"X546","Area industriale e di costruzione"
"X547","Azienda agricola"
"X548","Altri luoghi specificati"
"X549","Luogo non specificato"
"X570","Abitazione"
"X571","Istituzione collettiva"
"X572","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X573","Luogo dedicato alle attivita' sportive e all'atletica"
"X574","Strade e vie"
"X575","Luogo di commercio e servizio"
"X576","Area industriale e di costruzione"
"X577","Azienda agricola"
"X578","Altri luoghi specificati"
"X579","Luogo non specificato"
"X580","Abitazione"
"X581","Istituzione collettiva"
"X582","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X583","Luogo dedicato alle attivita' sportive e all'atletica"
"X584","Strade e vie"
"X585","Luogo di commercio e servizio"
"X586","Area industriale e di costruzione"
"X587","Azienda agricola"
"X588","Altri luoghi specificati"
"X589","Luogo non specificato"
"X590","Abitazione"
"X591","Istituzione collettiva"
"X592","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X593","Luogo dedicato alle attivita' sportive e all'atletica"
"X594","Strade e vie"
"X595","Luogo di commercio e servizio"
"X596","Area industriale e di costruzione"
"X597","Azienda agricola"
"X598","Altri luoghi specificati"
"X599","Luogo non specificato"
"X600","Abitazione"
"X601","Istituzione collettiva"
"X602","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X603","Luogo dedicato alle attivita' sportive e all'atletica"
"X604","Strade e vie"
"X605","Luogo di commercio e servizio"
"X606","Area industriale e di costruzione"
"X607","Azienda agricola"
"X608","Altri luoghi specificati"
"X609","Luogo non specificato"
"X610","Abitazione"
"X611","Istituzione collettiva"
"X612","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X613","Luogo dedicato alle attivita' sportive e all'atletica"
"X614","Strade e vie"
"X615","Luogo di commercio e servizio"
"X616","Area industriale e di costruzione"
"X617","Azienda agricola"
"X618","Altri luoghi specificati"
"X619","Luogo non specificato"
"X620","Abitazione"
"X621","Istituzione collettiva"
"X622","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X623","Luogo dedicato alle attivita' sportive e all'atletica"
"X624","Strade e vie"
"X625","Luogo di commercio e servizio"
"X626","Area industriale e di costruzione"
"X627","Azienda agricola"
"X628","Altri luoghi specificati"
"X629","Luogo non specificato"
"X630","Abitazione"
"X631","Istituzione collettiva"
"X632","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X633","Luogo dedicato alle attivita' sportive e all'atletica"
"X634","Strade e vie"
"X635","Luogo di commercio e servizio"
"X636","Area industriale e di costruzione"
"X637","Azienda agricola"
"X638","Altri luoghi specificati"
"X639","Luogo non specificato"
"X640","Abitazione"
"X641","Istituzione collettiva"
"X642","Scuola, altre istituzioni e aree della pubblica amministrazione"
"X643","Luogo dedicato alle attivita' sportive e all'atletica"
"X644","Strade e vie"
"X645","Luogo di commercio e servizio"
"X646","Area industriale e di costruzione"
"X647","Azienda agricola"
