"A00","Cholera"
"T8578","Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate"
"T858","Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert"
"T8581","Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate im Nervensystem"
"T8582","Kapselfibrose der Mamma durch Mammaprothese oder -implantat"
"T8583","Sonstige Komplikationen durch Mammaprothese oder -implantat"
"T8588","Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert"
"T859","Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat"
"T86","Versagen und Abstoßung von transplantierten Organen und Geweben"
"T860","Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-Host-Krankheit"
"T8600","Versagen eines Transplantates hämatopoetischer Stammzellen"
"T8601","Akute Graft-versus-Host-Krankheit, Grad I und II"
"T8602","Akute Graft-versus-Host-Krankheit, Grad III und IV"
"T8605","Chronische Graft-versus-Host-Krankheit, mild"
"T8606","Chronische Graft-versus-Host-Krankheit, moderat"
"T8607","Chronische Graft-versus-Host-Krankheit, schwer"
"T8609","Graft-versus-Host-Krankheit, nicht näher bezeichnet"
"T861","Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates"
"T8610","Akute Funktionsverschlechterung eines Nierentransplantates"
"T8611","Chronische Funktionsverschlechterung eines Nierentransplantates"
"T8612","Verzögerte Aufnahme der Transplantatfunktion"
"T8619","Sonstige und nicht näher bezeichnete Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates"
"T862","Versagen und Abstoßung eines Herztransplantates"
"T863","Versagen und Abstoßung eines Herz-Lungen-Transplantates"
"T864","Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates"
"T8640","Akute Funktionsverschlechterung eines Lebertransplantates"
"T8641","Chronische Funktionsverschlechterung eines Lebertransplantates"
"T8649","Sonstige und nicht näher bezeichnete Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates"
"T865","Versagen und Abstoßung eines Hauttransplantates"
"T8650","Durchblutungsstörung eines Hauttransplantates"
"T8651","Nekrose eines Hauttransplantates"
"T8652","Verlust eines Hauttransplantates"
"T8659","Sonstiges und nicht näher bezeichnetes Versagen und Abstoßung eines Hauttransplantates"
"T868","Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe"
"T8681","Versagen und Abstoßung: Lungentransplantat"
"T8682","Versagen und Abstoßung: Pankreastransplantat"
"T8683","Versagen und Abstoßung: Hornhauttransplantat des Auges"
"T8688","Versagen und Abstoßung: Sonstige transplantierte Organe und Gewebe"
"T869","Versagen und Abstoßung eines nicht näher bezeichneten transplantierten Organs und Gewebes"
"T87","Komplikationen, die für Replantation und Amputation bezeichnend sind"
"T870","Komplikationen durch replantierte (Teile der) obere(n) Extremität"
"T871","Komplikationen durch replantierte (Teile der) untere(n) Extremität"
"T872","Komplikationen durch sonstigen replantierten Körperteil"
"T873","Neurom des Amputationsstumpfes"
"T874","Infektion des Amputationsstumpfes"
"T875","Nekrose des Amputationsstumpfes"
"T876","Sonstige und nicht näher bezeichnete Komplikationen am Amputationsstumpf"
"T88","Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert"
"T880","Infektion nach Impfung [Immunisierung]"
"T881","Sonstige Komplikationen nach Impfung [Immunisierung], anderenorts nicht klassifiziert"
"T882","Schock durch Anästhesie"
"T883","Maligne Hyperthermie durch Anästhesie"
"T884","Misslungene oder schwierige Intubation"
"T885","Sonstige Komplikationen infolge Anästhesie"
"T886","Anaphylaktischer Schock als unerwünschte Nebenwirkung eines indikationsgerechten Arzneimittels oder einer indikationsgerechten Droge bei ordnungsgemäßer Verabreichung"
"T887","Nicht näher bezeichnete unerwünschte Nebenwirkung eines Arzneimittels oder einer Droge"
"T888","Sonstige näher bezeichnete Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert"
"T889","Komplikation bei chirurgischen Eingriffen und medizinischer Behandlung, nicht näher bezeichnet"
"T89","Sonstige näher bezeichnete Komplikationen eines Traumas"
"T890","Komplikationen einer offenen Wunde"
"T8900","Komplikationen einer offenen Wunde: Nicht näher bezeichnet"
"T8901","Komplikationen einer offenen Wunde: Fremdkörper (mit oder ohne Infektion)"
"T8902","Komplikationen einer offenen Wunde: Infektion"
"T8903","Komplikationen einer offenen Wunde: Sonstige"
"T90","Folgen von Verletzungen des Kopfes"
"T900","Folgen einer oberflächlichen Verletzung des Kopfes"
"T901","Folgen einer offenen Wunde des Kopfes"
"T902","Folgen einer Fraktur des Schädels und der Gesichtsschädelknochen"
"T903","Folgen einer Verletzung der Hirnnerven"
"T904","Folgen einer Verletzung des Auges und der Orbita"
"T905","Folgen einer intrakraniellen Verletzung"
"T908","Folgen sonstiger näher bezeichneter Verletzungen des Kopfes"
"T909","Folgen einer nicht näher bezeichneten Verletzung des Kopfes"
"T91","Folgen von Verletzungen des Halses und des Rumpfes"
"T910","Folgen einer oberflächlichen Verletzung und einer offenen Wunde des Halses und des Rumpfes"
"T911","Folgen einer Fraktur der Wirbelsäule"
"T912","Folgen einer sonstigen Fraktur des Thorax und des Beckens"
"T913","Folgen einer Verletzung des Rückenmarkes"
"T914","Folgen einer Verletzung der intrathorakalen Organe"
"T915","Folgen einer Verletzung der intraabdominalen Organe und der Beckenorgane"
"T918","Folgen sonstiger näher bezeichneter Verletzungen des Halses und des Rumpfes"
"T919","Folgen einer nicht näher bezeichneten Verletzung des Halses und des Rumpfes"
"T92","Folgen von Verletzungen der oberen Extremität"
"T920","Folgen einer offenen Wunde der oberen Extremität"
"T921","Folgen einer Fraktur des Armes"
"T922","Folgen einer Fraktur in Höhe des Handgelenkes und der Hand"
"T923","Folgen einer Luxation, Verstauchung oder Zerrung der oberen Extremität"
"T924","Folgen einer Verletzung von Nerven der oberen Extremität"
"T925","Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität"
"T926","Folgen einer Zerquetschung oder einer traumatischen Amputation der oberen Extremität"
"T928","Folgen sonstiger näher bezeichneter Verletzungen der oberen Extremität"
"T929","Folgen einer nicht näher bezeichneten Verletzung der oberen Extremität"
"T93","Folgen von Verletzungen der unteren Extremität"
"T930","Folgen einer offenen Wunde der unteren Extremität"
"T931","Folgen einer Fraktur des Femurs"
"T932","Folgen sonstiger Frakturen der unteren Extremität"
"T933","Folgen einer Luxation, Verstauchung oder Zerrung der unteren Extremität"
"T934","Folgen einer Verletzung von Nerven der unteren Extremität"
"T935","Folgen einer Verletzung von Muskeln und Sehnen der unteren Extremität"
"T936","Folgen einer Zerquetschung oder einer traumatischen Amputation der unteren Extremität"
"T938","Folgen sonstiger näher bezeichneter Verletzungen der unteren Extremität"
"T939","Folgen einer nicht näher bezeichneten Verletzung der unteren Extremität"
"T94","Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen"
"T940","Folgen von Verletzungen mehrerer Körperregionen"
"T941","Folgen von Verletzungen nicht näher bezeichneter Körperregionen"
"T95","Folgen von Verbrennungen, Verätzungen oder Erfrierungen"
"T950","Folgen einer Verbrennung, Verätzung oder Erfrierung des Kopfes oder des Halses"
"T951","Folgen einer Verbrennung, Verätzung oder Erfrierung des Rumpfes"
"T952","Folgen einer Verbrennung, Verätzung oder Erfrierung der oberen Extremität"
"T953","Folgen einer Verbrennung, Verätzung oder Erfrierung der unteren Extremität"
"T954","Folgen einer Verbrennung oder Verätzung, die nur nach der Größe der betroffenen Körperoberfläche klassifizierbar ist"
"T958","Folgen einer sonstigen näher bezeichneten Verbrennung, Verätzung oder Erfrierung"
"T959","Folgen einer nicht näher bezeichneten Verbrennung, Verätzung oder Erfrierung"
"T96","Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen"
"T97","Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen"
"T98","Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen"
"T980","Folgen der Auswirkungen von Fremdkörpern in natürlichen Körperöffnungen"
"T981","Folgen sonstiger und nicht näher bezeichneter Schäden durch äußere Ursachen"
"T982","Folgen bestimmter Frühkomplikationen eines Traumas"
"T983","Folgen von Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert"
"V99","Transportmittelunfall"
"W49","Exposition gegenüber mechanischen Kräften unbelebter Objekte"
"W499","Unfall durch Exposition gegenüber mechanischen Kräften unbelebter Objekte"
"W64","Exposition gegenüber mechanischen Kräften belebter Objekte"
"W649","Unfall durch Exposition gegenüber mechanischen Kräften belebter Objekte"
"W87","Exposition gegenüber elektrischem Strom"
"W879","Unfall durch elektrischen Strom"
"W91","Exposition gegenüber Strahlung"
"W919","Strahlenunfall"
"W92","Exposition gegenüber übermäßiger, künstlich erzeugter Hitze"
"W929","Unfall durch künstliche Hitze"
"W93","Exposition gegenüber übermäßiger, künstlich erzeugter Kälte"
"W939","Unfall durch künstliche Kälte"
"W94","Exposition gegenüber hohem oder niedrigem Luftdruck oder Luftdruckwechsel"
"W949","Unfall durch Luftdruckwechsel"
"X19","Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen"
"X199","Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen"
"X29","Kontakt mit giftigen Tieren und Pflanzen"
"X299","Unfall durch Kontakt mit giftigen Pflanzen oder Tieren"
"X49","Akzidentelle Vergiftung durch und Exposition gegenüber schädliche(n) Substanzen"
"X499","Akzidentelle Vergiftung"
"X59","Akzidentelle Exposition gegenüber sonstigen und nicht näher bezeichneten Faktoren"
"X599","Sonstiger und nicht näher bezeichneter Unfall"
"X84","Absichtliche Selbstbeschädigung"
"X849","Absichtliche Selbstbeschädigung"
"Y09","Tätlicher Angriff"
"Y099","Tätlicher Angriff"
"Y34","Nicht näher bezeichnetes Ereignis, Umstände unbestimmt"
"Y349","Nicht näher bezeichnetes Ereignis, Umstände unbestimmt"
"Y35","Verletzungen bei gesetzlichen Maßnahmen"
"Y357","Verletzung bei gesetzlichen Maßnahmen"
"Y36","Verletzungen durch Kriegshandlungen"
"Y369","Verletzungen durch Kriegshandlungen"
"Y57","Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Arzneimitteln und Drogen"
"Y579","Komplikationen durch Arzneimittel oder Drogen"
"Y59","Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Impfstoffen oder biologisch aktiven Substanzen"
"Y599","Komplikationen durch Impfstoffe oder biologisch aktive Substanzen"
"Y69","Zwischenfälle bei chirurgischem Eingriff und medizinischer Behandlung"
"Y82","Medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen bei diagnostischer und therapeutischer Anwendung"
"Y828","Zwischenfälle durch medizintechnische Geräte und Produkte"
"Y84","Chirurgische und sonstige medizinische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme"
"Y849","Zwischenfälle durch medizinische Maßnahmen, nicht näher bezeichnet"
"Z00","Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose"
"Z000","Ärztliche Allgemeinuntersuchung"
"Z001","Gesundheitsvorsorgeuntersuchung eines Kindes"
"Z002","Untersuchung aufgrund eines Wachstumsschubes in der Kindheit"
"Z003","Untersuchung aufgrund des Entwicklungsstandes während der Adoleszenz"
"Z004","Allgemeine psychiatrische Untersuchung, anderenorts nicht klassifiziert"
"Z005","Untersuchung eines potentiellen Organ- oder Gewebespenders"
"Z006","Untersuchung von Personen zu Vergleichs- und Kontrollzwecken im Rahmen klinischer Forschungsprogramme"
"Z008","Sonstige Allgemeinuntersuchungen"
"Z01","Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose"
"Z010","Visusprüfung und Untersuchung der Augen"
"Z011","Hörprüfung und Untersuchung der Ohren"
"Z012","Untersuchung der Zähne"
"Z013","Messung des Blutdrucks"
"Z014","Gynäkologische Untersuchung (allgemein) (routinemäßig)"
"Z015","Diagnostische Haut- und Sensibilisierungstestung"
"Z016","Röntgenuntersuchung, anderenorts nicht klassifiziert"
"Z017","Laboruntersuchung"
"Z018","Sonstige näher bezeichnete spezielle Untersuchungen"
"Z0180","Abklärung einer Disposition für maligne Herzrhythmusstörungen"
"Z0181","Abklärung einer Disposition für Kardiomyopathien"
"Z0188","Sonstige näher bezeichnete spezielle Untersuchungen"
"Z019","Spezielle Untersuchung, nicht näher bezeichnet"
"Z02","Untersuchung und Konsultation aus administrativen Gründen"
"Z03","Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen"
"Z030","Beobachtung bei Verdacht auf Tuberkulose"
"Z031","Beobachtung bei Verdacht auf bösartige Neubildung"
"Z032","Beobachtung bei Verdacht auf psychische Krankheiten oder Verhaltensstörungen"
"Z033","Beobachtung bei Verdacht auf neurologische Krankheit"
"Z034","Beobachtung bei Verdacht auf Herzinfarkt"
"Z035","Beobachtung bei Verdacht auf sonstige kardiovaskuläre Krankheiten"
"Z036","Beobachtung bei Verdacht auf toxische Wirkung von aufgenommenen Substanzen"
"Z038","Beobachtung bei sonstigen Verdachtsfällen"
"Z039","Beobachtung bei Verdachtsfall, nicht näher bezeichnet"
"Z04","Untersuchung und Beobachtung aus sonstigen Gründen"
"Z041","Untersuchung und Beobachtung nach Transportmittelunfall"
"Z042","Untersuchung und Beobachtung nach Arbeitsunfall"
"Z043","Untersuchung und Beobachtung nach anderem Unfall"
"Z045","Untersuchung und Beobachtung nach durch eine Person zugefügter Verletzung"
"Z048","Untersuchung und Beobachtung aus sonstigen näher bezeichneten Gründen"
"Z049","Untersuchung und Beobachtung aus nicht näher bezeichnetem Grund"
"Z08","Nachuntersuchung nach Behandlung wegen bösartiger Neubildung"
"Z080","Nachuntersuchung nach chirurgischem Eingriff wegen bösartiger Neubildung"
"Z081","Nachuntersuchung nach Strahlentherapie wegen bösartiger Neubildung"
"Z082","Nachuntersuchung nach Chemotherapie wegen bösartiger Neubildung"
"Z087","Nachuntersuchung nach Kombinationstherapie wegen bösartiger Neubildung"
"Z088","Nachuntersuchung nach sonstiger Behandlung wegen bösartiger Neubildung"
"Z089","Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen bösartiger Neubildung"
"Z09","Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen"
"Z090","Nachuntersuchung nach chirurgischem Eingriff wegen anderer Krankheitszustände"
"Z091","Nachuntersuchung nach Strahlentherapie wegen anderer Krankheitszustände"
"Z092","Nachuntersuchung nach Chemotherapie wegen anderer Krankheitszustände"
"Z093","Nachuntersuchung nach Psychotherapie"
"Z094","Nachuntersuchung nach Frakturbehandlung"
"Z097","Nachuntersuchung nach Kombinationsbehandlung wegen anderer Krankheitszustände"
"Z098","Nachuntersuchung nach sonstiger Behandlung wegen anderer Krankheitszustände"
"Z0980","Nachuntersuchung nach Organtransplantation"
"Z0988","Nachuntersuchung nach sonstiger Behandlung wegen anderer Krankheitszustände"
"Z099","Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen anderer Krankheitszustände"
"Z10","Allgemeine Reihenuntersuchung bestimmter Bevölkerungsgruppen"
"Z11","Spezielle Verfahren zur Untersuchung auf infektiöse und parasitäre Krankheiten"
"Z12","Spezielle Verfahren zur Untersuchung auf Neubildungen"
"Z120","Spezielle Verfahren zur Untersuchung auf Neubildung des Magens"
"Z121","Spezielle Verfahren zur Untersuchung auf Neubildung des Darmtraktes"
"Z122","Spezielle Verfahren zur Untersuchung auf Neubildung der Atmungsorgane"
"Z123","Spezielle Verfahren zur Untersuchung auf Neubildung der Mamma [Brustdrüse]"
"Z124","Spezielle Verfahren zur Untersuchung auf Neubildung der Cervix uteri"
"Z125","Spezielle Verfahren zur Untersuchung auf Neubildung der Prostata"
"Z126","Spezielle Verfahren zur Untersuchung auf Neubildung der Harnblase"
"Z128","Spezielle Verfahren zur Untersuchung auf Neubildungen sonstiger Lokalisationen"
"Z129","Spezielle Verfahren zur Untersuchung auf Neubildung, nicht näher bezeichnet"
"Z13","Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen"
"Z130","Spezielle Verfahren zur Untersuchung auf Krankheiten des Blutes und der blutbildenden Organe und bestimmte Störungen mit Beteiligung des Immunsystems"
"Z131","Spezielle Verfahren zur Untersuchung auf Diabetes mellitus"
"Z132","Spezielle Verfahren zur Untersuchung auf Ernährungsstörungen"
"Z134","Spezielle Verfahren zur Untersuchung auf bestimmte Entwicklungsstörungen in der Kindheit"
"Z135","Spezielle Verfahren zur Untersuchung auf Augen- oder Ohrenkrankheiten"
"Z136","Spezielle Verfahren zur Untersuchung auf kardiovaskuläre Krankheiten"
